0,11.95640391
5.488657895,12.82431955
9.292844082,13.81524685
11.41118794,14.80617415
14.37397586,15.93378108
19.22990987,16.75385884
29.76528218,16.65134912
32.92052567,16.13880052
37.13284712,15.93378108
42.81685409,15.42123247
46.39241599,14.80617415
51.02391368,14.39613527
67.46430277,14.70366443
74.04822515,15.52374219
78.02308955,16.70260398
80.5638458,17.77895605
82.68028605,18.59903382
85.6419318,19.62413102
89.16552499,20.64922823
92.40243361,21.16177684
105.8853649,20.82007777
108.8291166,20.23918935
121.1417048,20.7722399
124.8651777,22.08436432
127.8268234,23.10946153
131.211643,24.28832332
135.0158673,25.28266761
139.2428085,26.38977259
141.7807093,27.20985036
142.6327678,28.02992813
143.9062869,28.85000589
145.179806,29.67008366
146.0341489,30.69518086
147.72989,31.58359844
150.549526,32.47201602
154.0710252,33.30917874
158.5491295,34.26251915
162.5179404,34.89807942
176.7059711,34.79556969
181.0536396,34.12925651
184.83898,33.42877342
189.0459713,32.74537528
198.8808129,32.81371509
202.9598813,33.25792388
207.3206848,33.77047249
213.5106729,34.53929539
216.0468604,35.20560858
216.8989189,36.02568634
217.7441244,36.23070579
218.596183,37.05078355
220.2904012,37.8025215
221.983858,38.48591964
222.8382008,39.51101685
223.6902593,40.33109462
224.5423178,41.15117238
225.3943764,41.97125015
227.0885946,42.7229881
230.470178,43.61140568
241.6377412,43.50889596
245.6347637,42.89383763
249.415345,41.76623071
253.6185291,40.7411335
256.1370131,39.81854601
257.3979683,39.51101685
258.2294677,38.48591964
259.4778591,37.05078355
260.7308191,36.02568634
261.564603,35.20560858
262.3983868,34.38553081
265.767787,34.18051137
272.0862692,33.87298221
277.3882205,33.11441027
280.4983483,32.3353364
282.173911,31.41274891
283.4302976,30.69518086
285.4850607,25.97973371
290.1108475,25.05714622
295.1603793,24.33957818
300.7172628,23.76552374
304.418806,23.10946153
306.0977953,22.4944032
307.7691701,21.19594674
309.8658128,20.23918935
311.9624554,19.28243195
313.6406833,18.59903382
316.7919292,17.72770119
320.6459901,16.89053847
325.6959026,16.20714033
330.0422386,15.42123247
334.2465648,14.49864499
337.6062567,13.42229292
340.5448687,12.38011076
344.5352285,11.16707906
348.9501709,10.2342406
356.108833,9.680688111
361.5836325,9.304819135
366.6339258,8.655590904
370.4202179,8.040532579
386.8594649,8.245552021
391.924987,8.963120066
396.9870826,9.373158949
401.2039727,9.57817839
415.5336324,9.57817839
